Any,Indicador,Equipament,Valor,Notes_Dades,Notes_Equipament,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Titularitat,TipusGeneral,TipusEquipament,Ambit,Latitud,Longitud
2018,Prestecs,"Biblioteca Vilapicina i la Torre Llobeta",98936,,,08,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.426885098,2.176452383
2018,Prestecs,"Biblioteca Zona Nord",32178,,,08,"Nou Barris",54,"Torre Baró","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.461237425,2.179875786
2018,Prestecs,"Biblioteca Bon Pastor",35140,,,09,"Sant Andreu",59,"el Bon Pastor","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.435164144,2.204659876
2018,Prestecs,"Biblioteca Ignasi Iglésias - Can Fabra",238680,,,09,"Sant Andreu",60,"Sant Andreu","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.434481450,2.190871493
2018,Prestecs,"Biblioteca La Sagrera - Marina Clotet",65475,,,09,"Sant Andreu",61,"la Sagrera","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.425875519,2.193764263
2018,Prestecs,"Biblioteca Trinitat Vella - J. Barbero",18508,,,09,"Sant Andreu",57,"la Trinitat Vella","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.449283144,2.190748711
2018,Prestecs,"Biblioteca Camp de l'Arpa - Caterina Albert",116501,,,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.415766234,2.182280785
2018,Prestecs,"Biblioteca El Clot - Josep Benet",101120,,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4019532,2.188806
2018,Prestecs,"Biblioteca Poblenou - Manuel Arranz",108499,,,10,"Sant Martí",68,"el Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.401373426,2.204525705
2018,Prestecs,"Biblioteca Ramon d'Alòs-Moner",23033,,,10,"Sant Martí",70,"el Besòs i el Maresme","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.416309274,2.211483280
2018,Prestecs,"Biblioteca Sant Martí de Provençals",40596,,,10,"Sant Martí",72,"Sant Martí de Provençals","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.416623960,2.198564569
2018,Prestecs,"Biblioteca Xavier Benguerel",80064,,,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.392407385,2.197710107
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Barceloneta - La Fraternitat",14566,,,01,"Ciutat Vella",03,"la Barceloneta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.379201005,2.188854072
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Francesca Bonnemaison",25018,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.386936575,2.175789976
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Gòtic - Andreu Nin",21485,,,01,"Ciutat Vella",02,"el Barri Gòtic","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.378730324,2.175978504
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Sant Pau i Santa Creu",32614,,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.381057326,2.169793857
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Esquerra de l'Eixample-Agustí Centelles",83016,,,02,Eixample,09,"la Nova Esquerra de l'Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.3864488,2.1527896
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Fort Pienc",26294,,,02,Eixample,05,"el Fort Pienc","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.395555185,2.182447586
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Joan Miró",22574,,,02,Eixample,09,"la Nova Esquerra de l'Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.378816801,2.149230361
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Sagrada Família",94783,,,02,Eixample,06,"la Sagrada Família","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4055771,2.176118
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Sant Antoni - Joan Oliver",24104,,,02,Eixample,10,"Sant Antoni","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.377384776,2.162778079
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Sofia Barat",8231,,,02,Eixample,07,"la Dreta de Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.394674294,2.171504480
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Francesc Candel",22220,,,03,Sants-Montjuïc,13,"la Marina de Port","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.361777512,2.136276613
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Poble Sec - Francesc Boix",18926,,,03,Sants-Montjuïc,11,"el Poble-sec","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.373921824,2.164025015
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Vapor Vell",69848,,,03,Sants-Montjuïc,18,Sants,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.376897256,2.134733614
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Les Corts - Miquel Llongueras",15171,,,04,"Les Corts",20,"la Maternitat i Sant Ramon","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.377777960,2.121760828
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Montserrat Abelló i Soler",48458,,,04,"Les Corts",19,"les Corts","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.383722,2.1352722
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Clarà",8380,,,05,"Sarrià-Sant Gervasi",24,"les Tres Torres","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.399909399,2.129455802
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Collserola - Josep Miracle",2741,,,05,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.415359022,2.102528700
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Sant Gervasi - Joan Maragall",37190,,,05,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4059495,2.136064
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Jaume Fuster",112905,,,06,Gràcia,28,"Vallcarca i els Penitents","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.407459888,2.149757498
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Vallcarca i els Penitents",9962,,,06,Gràcia,28,"Vallcarca i els Penitents","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.420008234,2.139657303
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Vila de Gràcia",41370,,,06,Gràcia,31,"la Vila de Gràcia","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.401467067,2.158213802
2018,Usos_Ordinadors_i_Wifis,"Biblioteca El Carmel - Juan Marsé",29383,,,07,Horta-Guinardó,37,"el Carmel","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.421104560,2.155286623
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Guinardó - Mercè Rodoreda",47978,,,07,Horta-Guinardó,33,"el Baix Guinardó","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.414313258,2.165318095
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Horta - Can Mariner",19612,,,07,Horta-Guinardó,43,Horta,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.431105502,2.160733590
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Montbau - Albert Pérez Baró",6949,,,07,Horta-Guinardó,40,Montbau,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.429553532,2.142195427
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Canyelles",2431,,,08,"Nou Barris",49,Canyelles,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.443773486,2.164322669
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Les Roquetes",18826,,,08,"Nou Barris",50,"les Roquetes","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.445371792,2.177103706
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Nou Barris",32929,,,08,"Nou Barris",48,"la Guineueta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.436813681,2.171212448
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Vilapicina i la Torre Llobeta",29895,,,08,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.426885098,2.176452383
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Zona Nord",21760,,,08,"Nou Barris",54,"Torre Baró","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.461237425,2.179875786
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Bon Pastor",13255,,,09,"Sant Andreu",59,"el Bon Pastor","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.435164144,2.204659876
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Ignasi Iglésias - Can Fabra",91922,,,09,"Sant Andreu",60,"Sant Andreu","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.434481450,2.190871493
2018,Usos_Ordinadors_i_Wifis,"Biblioteca La Sagrera - Marina Clotet",19590,,,09,"Sant Andreu",61,"la Sagrera","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.425875519,2.193764263
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Trinitat Vella - J. Barbero",19536,,,09,"Sant Andreu",57,"la Trinitat Vella","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.449283144,2.190748711
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Camp de l'Arpa - Caterina Albert",40330,,,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.415766234,2.182280785
2018,Usos_Ordinadors_i_Wifis,"Biblioteca El Clot - Josep Benet",38101,,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4019532,2.188806
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Poblenou - Manuel Arranz",31348,,,10,"Sant Martí",68,"el Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.401373426,2.204525705
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Ramon d'Alòs-Moner",8413,,,10,"Sant Martí",70,"el Besòs i el Maresme","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.416309274,2.211483280
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Sant Martí de Provençals",6832,,,10,"Sant Martí",72,"Sant Martí de Provençals","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.416623960,2.198564569
2018,Usos_Ordinadors_i_Wifis,"Biblioteca Xavier Benguerel",21177,,,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.392407385,2.197710107
2018,Visites,"Biblioteca Barceloneta - La Fraternitat",61216,,,01,"Ciutat Vella",03,"la Barceloneta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.379201005,2.188854072
2018,Visites,"Biblioteca Francesca Bonnemaison",135444,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.386936575,2.175789976
2018,Visites,"Biblioteca Gòtic - Andreu Nin",70688,,,01,"Ciutat Vella",02,"el Barri Gòtic","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.378730324,2.175978504
2018,Visites,"Biblioteca Sant Pau i Santa Creu",154496,,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.381057326,2.169793857
2018,Visites,"Biblioteca Esquerra de l'Eixample-Agustí Centelles",319409,,,02,Eixample,09,"la Nova Esquerra de l'Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.3864488,2.1527896
2018,Visites,"Biblioteca Fort Pienc",158185,,,02,Eixample,05,"el Fort Pienc","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.395555185,2.182447586
2018,Visites,"Biblioteca Joan Miró",181259,,,02,Eixample,09,"la Nova Esquerra de l'Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.378816801,2.149230361
2018,Visites,"Biblioteca Sagrada Família",469516,,,02,Eixample,06,"la Sagrada Família","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4055771,2.176118
2018,Visites,"Biblioteca Sant Antoni - Joan Oliver",127123,,,02,Eixample,10,"Sant Antoni","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.377384776,2.162778079
2018,Visites,"Biblioteca Sofia Barat",74054,,,02,Eixample,07,"la Dreta de Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.394674294,2.171504480
2018,Visites,"Biblioteca Francesc Candel",127688,,,03,Sants-Montjuïc,13,"la Marina de Port","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.361777512,2.136276613
2018,Visites,"Biblioteca Poble Sec - Francesc Boix",79827,,,03,Sants-Montjuïc,11,"el Poble-sec","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.373921824,2.164025015
2018,Visites,"Biblioteca Vapor Vell",348327,,,03,Sants-Montjuïc,18,Sants,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.376897256,2.134733614
2018,Visites,"Biblioteca Les Corts - Miquel Llongueras",88283,,,04,"Les Corts",20,"la Maternitat i Sant Ramon","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.377777960,2.121760828
2018,Visites,"Biblioteca Montserrat Abelló i Soler",330714,,,04,"Les Corts",19,"les Corts","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.383722,2.1352722
2018,Visites,"Biblioteca Clarà",70242,,,05,"Sarrià-Sant Gervasi",24,"les Tres Torres","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.399909399,2.129455802
2018,Visites,"Biblioteca Collserola - Josep Miracle",27309,,,05,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.415359022,2.102528700
2018,Visites,"Biblioteca Sant Gervasi - Joan Maragall",237748,,,05,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4059495,2.136064
2018,Visites,"Biblioteca Jaume Fuster",699767,,,06,Gràcia,28,"Vallcarca i els Penitents","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.407459888,2.149757498
2018,Visites,"Biblioteca Vallcarca i els Penitents",49430,,,06,Gràcia,28,"Vallcarca i els Penitents","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.420008234,2.139657303
2018,Visites,"Biblioteca Vila de Gràcia",217690,,,06,Gràcia,31,"la Vila de Gràcia","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.401467067,2.158213802
2018,Visites,"Biblioteca El Carmel - Juan Marsé",121208,,,07,Horta-Guinardó,37,"el Carmel","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.421104560,2.155286623
2018,Visites,"Biblioteca Guinardó - Mercè Rodoreda",202750,,,07,Horta-Guinardó,33,"el Baix Guinardó","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.414313258,2.165318095
2018,Visites,"Biblioteca Horta - Can Mariner",121263,,,07,Horta-Guinardó,43,Horta,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.431105502,2.160733590
2018,Visites,"Biblioteca Montbau - Albert Pérez Baró",52287,,,07,Horta-Guinardó,40,Montbau,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.429553532,2.142195427
2018,Visites,"Biblioteca Canyelles",17220,,,08,"Nou Barris",49,Canyelles,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.443773486,2.164322669
2018,Visites,"Biblioteca Les Roquetes",78545,,,08,"Nou Barris",50,"les Roquetes","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.445371792,2.177103706
2018,Visites,"Biblioteca Nou Barris",161123,,,08,"Nou Barris",48,"la Guineueta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.436813681,2.171212448
2018,Visites,"Biblioteca Vilapicina i la Torre Llobeta",161724,,,08,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.426885098,2.176452383
2018,Visites,"Biblioteca Zona Nord",69156,,,08,"Nou Barris",54,"Torre Baró","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.461237425,2.179875786
2018,Visites,"Biblioteca Bon Pastor",72306,,,09,"Sant Andreu",59,"el Bon Pastor","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.435164144,2.204659876
2018,Visites,"Biblioteca Ignasi Iglésias - Can Fabra",456387,,,09,"Sant Andreu",60,"Sant Andreu","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.434481450,2.190871493
2018,Visites,"Biblioteca La Sagrera - Marina Clotet",82438,,,09,"Sant Andreu",61,"la Sagrera","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.425875519,2.193764263
2018,Visites,"Biblioteca Trinitat Vella - J. Barbero",89539,,,09,"Sant Andreu",57,"la Trinitat Vella","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.449283144,2.190748711
2018,Visites,"Biblioteca Camp de l'Arpa - Caterina Albert",175813,,,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.415766234,2.182280785
2018,Visites,"Biblioteca El Clot - Josep Benet",175032,,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4019532,2.188806
2018,Visites,"Biblioteca Poblenou - Manuel Arranz",158880,,,10,"Sant Martí",68,"el Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.401373426,2.204525705
2018,Visites,"Biblioteca Ramon d'Alòs-Moner",33503,,,10,"Sant Martí",70,"el Besòs i el Maresme","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.416309274,2.211483280
2018,Visites,"Biblioteca Sant Martí de Provençals",53918,,,10,"Sant Martí",72,"Sant Martí de Provençals","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.416623960,2.198564569
2018,Visites,"Biblioteca Xavier Benguerel",89558,,,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.392407385,2.197710107
